protocol_semantics_mean,protocol_semantics_std,protocol_semantics_min,protocol_semantics_max,protocol_semantics_abs_mean,protocol_semantics_nonzero_ratio,flow_timing_mean,flow_timing_std,flow_timing_min,flow_timing_max,flow_timing_abs_mean,flow_timing_nonzero_ratio,packet_volume_mean,packet_volume_std,packet_volume_min,packet_volume_max,packet_volume_abs_mean,packet_volume_nonzero_ratio,byte_volume_mean,byte_volume_std,byte_volume_min,byte_volume_max,byte_volume_abs_mean,byte_volume_nonzero_ratio,rate_dynamics_mean,rate_dynamics_std,rate_dynamics_min,rate_dynamics_max,rate_dynamics_abs_mean,rate_dynamics_nonzero_ratio,port_addressing_mean,port_addressing_std,port_addressing_min,port_addressing_max,port_addressing_abs_mean,port_addressing_nonzero_ratio,statistical_flags_mean,statistical_flags_std,statistical_flags_min,statistical_flags_max,statistical_flags_abs_mean,statistical_flags_nonzero_ratio,unknown_numeric_mean,unknown_numeric_std,unknown_numeric_min,unknown_numeric_max,unknown_numeric_abs_mean,unknown_numeric_nonzero_ratio,target,dataset
1.0,0.0,1.0,1.0,1.0,1.0,9.579164,28.171396,0.000502,94.478,9.579164,1.0,295.29376,656.6815,0.46875,1470.0,295.29376,1.0,25390.877,62082.54,0.0,152116.27,25390.877,0.8333333,105.41629,182.58638,0.0,316.24887,105.41629,0.33333334,19569.0,27599.791,53.0,39085.0,19569.0,1.0,65460.82,244032.38,0.0,913323.6,65460.82,0.78571427,0.109375,0.2928305,0.0,1.0,0.109375,0.14285715,0,X-IIoTID
1.0,0.0,1.0,1.0,1.0,1.0,10.780257,17.468435,0.0167145,57.272,10.780257,1.0,294.4,657.18054,0.0,1470.0,294.4,0.6,25390.877,62082.54,0.0,152116.27,25390.877,0.8333333,105.41629,182.58638,0.0,316.24887,105.41629,0.33333334,26869.5,29962.236,5683.0,48056.0,26869.5,1.0,67754.1,245719.08,0.0,921257.6,67754.1,0.85714287,0.14285715,0.3631365,0.0,1.0,0.14285715,0.14285715,1,X-IIoTID
1.0,0.0,1.0,1.0,1.0,1.0,10.216712,23.97271,0.102,82.081,10.216712,1.0,298.4909,654.9042,0.45454547,1470.0,298.4909,1.0,1265.0865,2884.8545,0.0,7148.519,1265.0865,0.8333333,19.830772,29.22028,1.0,53.492317,19.830772,1.0,20153.0,28387.51,80.0,40226.0,20153.0,1.0,66136.78,246006.94,0.040447496,920857.2,66136.78,1.0,0.3961039,0.48839962,0.0,1.0,0.3961039,0.42857143,1,X-IIoTID
1.0,0.0,1.0,1.0,1.0,1.0,12.347518,22.29554,0.000117,76.647,12.347518,1.0,41.7,90.730095,0.5,204.0,41.7,1.0,290610.78,711811.44,0.0,1743589.8,290610.78,0.8333333,5698.006,9869.235,0.0,17094.018,5698.006,0.33333334,4761.5,6658.8247,53.0,9470.0,4761.5,1.0,65556.01,243960.47,0.01,913166.8,65556.01,1.0,0.10714286,0.28946716,0.0,1.0,0.10714286,0.14285715,0,X-IIoTID
1.0,0.0,1.0,1.0,1.0,1.0,10.881954,20.75621,0.207255,72.217,10.881954,1.0,298.4909,654.9042,0.45454547,1470.0,298.4909,1.0,1255.7853,2862.0918,0.0,7092.712,1255.7853,0.8333333,21.358238,27.833454,1.0,53.074715,21.358238,1.0,22729.0,32030.523,80.0,45378.0,22729.0,1.0,66110.625,245625.22,0.0,919503.2,66110.625,0.9285714,0.3961039,0.48839962,0.0,1.0,0.3961039,0.42857143,1,X-IIoTID
1.0,0.0,1.0,1.0,1.0,1.0,11.232366,17.074093,0.0167145,57.056,11.232366,1.0,294.4,657.18054,0.0,1470.0,294.4,0.6,25390.877,62082.54,0.0,152116.27,25390.877,0.8333333,105.41629,182.58638,0.0,316.24887,105.41629,0.33333334,26615.0,29602.318,5683.0,47547.0,26615.0,1.0,66404.414,243040.42,0.0,910692.8,66404.414,0.85714287,0.14285715,0.3631365,0.0,1.0,0.14285715,0.14285715,1,X-IIoTID
15755.359,34841.496,0.0,118694.0,15755.359,0.7692308,2579.791,8556.198,0.0,28377.701,2579.791,0.45454547,30163.154,51262.746,0.0,161243.0,30163.154,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7199.961,18636.31,0.0,64240.0,7199.961,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
88034.88,195971.31,0.0,670186.0,88034.88,0.7692308,2563.7705,8503.065,0.0,28201.477,2563.7705,0.45454547,154393.61,291855.72,0.0,905009.0,154393.61,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7172.6094,18619.912,0.0,64240.0,7172.6094,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
144574.81,322283.3,0.0,1103039.0,144574.81,0.7692308,2560.1309,8490.994,0.0,28161.44,2560.1309,0.45454547,244091.0,483494.8,0.0,1487640.0,244091.0,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7166.4897,18616.309,0.0,64240.0,7166.4897,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
143786.34,323501.0,0.0,1112930.0,143786.34,0.7692308,2538.0383,8417.721,0.0,27918.422,2538.0383,0.45454547,244085.69,484741.62,0.0,1487609.0,244085.69,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7130.2266,18595.43,0.0,64240.0,7130.2266,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
143651.56,323663.03,0.0,1114342.0,143651.56,0.7692308,2534.0444,8404.474,0.0,27874.486,2534.0444,0.45454547,244093.47,484989.16,0.0,1487671.0,244093.47,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7123.787,18591.807,0.0,64240.0,7123.787,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
143668.95,323555.2,0.0,1113704.0,143668.95,0.7692308,2534.7268,8406.737,0.0,27881.992,2534.7268,0.45454547,244081.16,484926.6,0.0,1487596.0,244081.16,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7124.8633,18592.412,0.0,64240.0,7124.8633,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
143134.4,324457.34,0.0,1120571.0,143134.4,0.7692308,2519.4866,8356.191,0.0,27714.35,2519.4866,0.45454547,244069.84,485760.25,0.0,1487524.0,244069.84,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7100.7427,18579.062,0.0,64240.0,7100.7427,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
143461.48,323932.3,0.0,1116532.0,143461.48,0.7692308,2528.4678,8385.978,0.0,27813.145,2528.4678,0.45454547,244105.39,485320.8,0.0,1487727.0,244105.39,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7114.881,18586.842,0.0,64240.0,7114.881,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
144197.89,321396.6,0.0,1099919.0,144197.89,0.7692308,2558.6638,8486.119,0.0,28145.275,2558.6638,0.45454547,243576.84,482486.78,0.0,1484315.0,243576.84,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7163.9556,18614.822,0.0,64240.0,7163.9556,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
145468.75,319601.97,0.0,1084065.0,145468.75,0.7692308,2592.7107,8599.04,0.0,28519.791,2592.7107,0.45454547,243581.31,480531.03,0.0,1484322.0,243581.31,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7222.4355,18650.133,0.0,64240.0,7222.4355,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
145278.44,321144.5,0.0,1093595.0,145278.44,0.7692308,2579.1167,8553.962,0.0,28370.283,2579.1167,0.45454547,244086.61,482395.16,0.0,1487610.0,244086.61,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7198.7085,18635.549,0.0,64240.0,7198.7085,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
19519.973,37700.348,0.0,94181.0,19519.973,0.7692308,22.890285,75.91431,0.0,251.78052,22.890285,0.45454547,30236.387,48750.86,0.0,159521.0,30236.387,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.85733,159.95038,0.0,512.0,83.85733,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
110579.29,213709.62,0.0,534306.0,110579.29,0.7692308,22.880058,75.880394,0.0,251.66805,22.880058,0.45454547,154175.16,280077.28,0.0,903183.0,154175.16,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.90797,160.0259,0.0,512.0,83.90797,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
181267.27,349487.56,0.0,869091.0,181267.27,0.7692308,22.939371,76.08107,0.0,252.33244,22.939371,0.45454547,244048.16,464447.5,0.0,1487349.0,244048.16,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.59817,159.56635,0.0,512.0,83.59817,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
181136.5,349124.3,0.0,867530.0,181136.5,0.7692308,22.947248,76.1072,0.0,252.41908,22.947248,0.45454547,244024.16,464331.94,0.0,1487193.0,244024.16,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.55571,159.50383,0.0,512.0,83.55571,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
182040.89,351947.66,0.0,880546.0,182040.89,0.7692308,22.87027,75.85192,0.0,251.57242,22.87027,0.45454547,243829.69,464577.03,0.0,1485929.0,243829.69,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95049,160.08943,0.0,512.0,83.95049,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
182047.9,352337.0,0.0,883425.0,182047.9,0.7692308,22.843004,75.7615,0.0,251.2725,22.843004,0.45454547,243400.61,463920.53,0.0,1483140.0,243400.61,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.080894,160.28496,0.0,512.0,84.080894,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
181625.52,351301.22,0.0,879735.0,181625.52,0.7692308,22.858936,75.81412,0.0,251.44711,22.858936,0.45454547,243123.84,463217.94,0.0,1481341.0,243123.84,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0055,160.17181,0.0,512.0,84.0055,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
180018.19,346289.0,0.0,856219.0,180018.19,0.7692308,22.995333,76.266495,0.0,252.94746,22.995333,0.45454547,243527.39,462906.38,0.0,1483964.0,243527.39,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.28462,159.10727,0.0,512.0,83.28462,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
179776.5,345279.47,0.0,849948.0,179776.5,0.7692308,23.033304,76.392426,0.0,253.36514,23.033304,0.45454547,244008.92,463575.5,0.0,1487094.0,244008.92,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.052895,158.77191,0.0,512.0,83.052895,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
180334.42,346872.22,0.0,857494.0,180334.42,0.7692308,22.997095,76.27232,0.0,252.96683,22.997095,0.45454547,243963.23,463787.34,0.0,1486797.0,243963.23,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.274254,159.0922,0.0,512.0,83.274254,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
181176.03,349295.97,0.0,868522.0,181176.03,0.7692308,22.940548,76.084755,0.0,252.34471,22.940548,0.45454547,243951.39,464239.03,0.0,1486720.0,243951.39,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.592186,159.55754,0.0,512.0,83.592186,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
26819.094,65444.14,0.0,174278.0,26819.094,0.84615386,58.728233,193.8975,0.0,643.34875,58.728233,0.72727275,34641.082,64751.78,0.0,174314.0,34641.082,0.7692308,18.333906,18.347794,0.0,50.0,18.333906,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5579.063,18882.24,0.0,65535.0,5579.063,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
141051.7,344286.47,0.0,916799.0,141051.7,0.84615386,19.651808,64.85736,0.0,215.20323,19.651808,0.72727275,151209.84,340660.8,0.0,916835.0,151209.84,0.7692308,18.333397,18.348402,0.0,50.0,18.333397,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5578.563,18882.387,0.0,65535.0,5578.563,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
